Group,Levels,SubjectID,Run,A_C1W1T0,A_C2W1T0,L_C1W1T0,L_C2W1T0,A_C1W2T0,A_C2W2T0,L_C1W2T0,L_C2W2T0,A_C1W3T0,A_C2W3T0,L_C1W3T0,L_C2W3T0,A_C1W4T0,A_C2W4T0,L_C1W4T0,L_C2W4T0,A_C1W5T0,A_C2W5T0,L_C1W5T0,L_C2W5T0,lC_C1W1T0,cC_C1W1T0,rC_C1W1T0,lC_C1W2T0,cC_C1W2T0,rC_C1W2T0,lC_C1W3T0,cC_C1W3T0,rC_C1W3T0,lC_C1W4T0,cC_C1W4T0,rC_C1W4T0,lC_C1W5T0,cC_C1W5T0,rC_C1W5T0,lC_C2W1T0,cC_C2W1T0,rC_C2W1T0,lC_C2W2T0,cC_C2W2T0,rC_C2W2T0,lC_C2W3T0,cC_C2W3T0,rC_C2W3T0,lC_C2W4T0,cC_C2W4T0,rC_C2W4T0,lC_C2W5T0,cC_C2W5T0,rC_C2W5T0,A_C1W1T2,A_C2W1T2,L_C1W1T2,L_C2W1T2,A_C1W2T2,A_C2W2T2,L_C1W2T2,L_C2W2T2,A_C1W3T2,A_C2W3T2,L_C1W3T2,L_C2W3T2,A_C1W4T2,A_C2W4T2,L_C1W4T2,L_C2W4T2,A_C1W5T2,A_C2W5T2,L_C1W5T2,L_C2W5T2,lC_C1W1T2,cC_C1W1T2,rC_C1W1T2,lC_C1W2T2,cC_C1W2T2,rC_C1W2T2,lC_C1W3T2,cC_C1W3T2,rC_C1W3T2,lC_C1W4T2,cC_C1W4T2,rC_C1W4T2,lC_C1W5T2,cC_C1W5T2,rC_C1W5T2,lC_C2W1T2,cC_C2W1T2,rC_C2W1T2,lC_C2W2T2,cC_C2W2T2,rC_C2W2T2,lC_C2W3T2,cC_C2W3T2,rC_C2W3T2,lC_C2W4T2,cC_C2W4T2,rC_C2W4T2,lC_C2W5T2,cC_C2W5T2,rC_C2W5T2 
control,90_90,21092-3,2,6.56E-06,6.83E-06,1.229508197,11.14754098,6.39E-06,5.09E-06,1.926229508,11.8442623,1.07E-05,9.50E-06,2.704918033,12.66393443,5.41E-06,,3.647540984,13.85245902,4.45E-07,,4.426229508,,0.000188917,0.000183302,7.98E-05,0.000224879,0.000355001,9.50E-05,0.000137913,0.000304726,0.000267836,0.000123143,0.00012756,7.73E-05,6.74E-06,3.49E-05,1.22E-05,0.000240737,0.000232403,7.71E-05,0.000236355,0.000361635,0.000103165,0.000113718,0.000244236,0.000247777,3.90E-05,6.43E-05,5.27E-05,,,,6.45E-06,6.20E-06,1.18852459,11.10655738,6.72E-06,6.30E-06,1.844262295,11.76229508,1.10E-05,1.09E-05,2.663934426,12.62295082,5.31E-06,3.63E-06,3.56557377,13.68852459,,,4.344262295,,0.000173006,0.000242963,0.000142377,0.000168153,0.000401393,0.000210965,0.000187227,0.000292605,0.000207643,0.000139113,0.000136139,7.81E-05,4.64E-05,3.47E-05,1.20E-05,0.00021964,0.000309545,0.000153236,0.000139574,0.000367622,0.000240207,0.00010193,0.000256453,0.000258486,5.24E-05,6.89E-05,5.96E-05,,,
control,90_90,21092-3,3,7.54E-06,7.00E-06,1.229508197,11.14754098,6.56E-06,5.16E-06,1.926229508,11.8442623,1.06E-05,1.00E-05,2.745901639,12.66393443,4.98E-06,,3.68852459,13.85245902,3.14E-07,,4.467213115,,0.000207116,0.000193578,8.13E-05,0.00023355,0.000379577,0.000103472,0.000255132,0.00032355,0.00019891,0.000127966,0.000104778,5.49E-05,2.38E-05,2.89E-05,4.20E-07,0.000250308,0.000236474,7.82E-05,0.000228033,0.000376322,0.000126927,0.000109004,0.000238919,0.000250468,3.26E-05,6.00E-05,5.51E-05,,,,6.64E-06,6.51E-06,1.18852459,11.10655738,6.97E-06,6.40E-06,1.844262295,11.76229508,1.11E-05,1.10E-05,2.663934426,12.62295082,5.20E-06,3.21E-06,3.56557377,13.64754098,,2.89E-07,4.303278689,15.6147541,0.000178989,0.000245803,0.000144989,0.000187018,0.000405432,0.000194896,0.000215485,0.000306883,0.000198416,0.000142139,0.000135755,8.03E-05,3.79E-05,3.70E-05,3.56E-06,0.000234246,0.000314649,0.000148325,0.000154457,0.000369274,0.000228279,0.000133961,0.000274381,0.000248017,5.15E-05,7.12E-05,6.62E-05,1.46E-05,2.87E-05,1.58E-05
control,90_90,21092-4,1,1.27E-05,1.16E-05,1.229508197,11.14754098,9.12E-06,7.12E-06,1.885245902,11.8442623,1.31E-05,1.33E-05,2.581967213,12.54098361,6.11E-06,5.73E-06,3.524590164,13.64754098,4.61E-06,7.71E-08,5.532786885,15.53278689,0.000231125,0.000258799,0.00026291,0.000284982,0.000508005,0.000292719,0.000210007,0.000428766,0.000339038,0.000134484,0.000132705,9.68E-05,4.52E-05,1.28E-05,1.58E-05,0.000243216,0.000243889,0.000212456,0.000409608,0.000426307,0.000129691,0.000215902,0.000311995,0.000251881,3.75E-05,6.70E-05,8.00E-05,3.99E-05,2.09E-05,1.03E-06,8.07E-06,6.91E-06,1.229508197,11.14754098,7.52E-06,7.17E-06,1.844262295,11.80327869,7.67E-06,7.38E-06,2.581967213,12.54098361,3.05E-06,1.16E-06,3.483606557,13.68852459,7.02E-07,2.78E-06,4.426229508,15.57377049,0.00019882,0.000200467,0.000173651,0.000223216,0.000431836,0.000241157,0.000111555,0.000223558,0.000193164,8.25E-05,8.93E-05,5.25E-05,4.26E-05,4.07E-05,1.39E-05,0.00020025,0.000191993,0.000130824,0.000268952,0.000395659,0.00019663,0.000105866,0.000148254,0.000148234,5.67E-06,2.38E-05,3.72E-05,3.78E-05,3.85E-05,1.67E-05
control,90_90,21092-4,2,1.24E-05,1.13E-05,1.270491803,11.14754098,9.10E-06,6.87E-06,1.885245902,11.8442623,1.37E-05,1.31E-05,2.581967213,12.54098361,6.61E-06,,3.524590164,13.64754098,4.56E-06,3.59E-06,5.450819672,15.45081967,0.000252382,0.000262001,0.000287511,0.000321791,0.000498485,0.000268531,0.000265078,0.000452396,0.000316904,0.000146533,0.000133367,9.71E-05,6.03E-05,4.91E-05,9.37E-06,0.000236814,0.00023298,0.0002111,0.000420501,0.000412125,0.000117565,0.000229915,0.000301643,0.00024019,3.82E-05,8.56E-05,8.99E-05,4.81E-05,3.47E-05,1.01E-05,7.60E-06,6.92E-06,1.229508197,11.14754098,6.67E-06,7.09E-06,1.844262295,11.80327869,7.55E-06,7.28E-06,2.581967213,12.54098361,3.47E-06,1.57E-06,3.524590164,13.7295082,1.42E-06,2.77E-06,4.385245902,15.57377049,0.000191681,0.000190535,0.00016197,0.0002018,0.00041514,0.000238112,0.000102145,0.000215009,0.000199426,8.80E-05,8.14E-05,4.45E-05,3.06E-05,4.10E-05,2.98E-05,0.000197476,0.000185805,0.00012209,0.000247284,0.00037753,0.000202608,0.000102956,0.000127741,0.000135533,7.66E-06,3.56E-05,3.31E-05,4.23E-05,4.40E-05,1.64E-05
control,90_90,21092-4,3,1.25E-05,1.17E-05,1.229508197,11.14754098,9.08E-06,7.54E-06,1.885245902,11.80327869,1.40E-05,1.39E-05,2.581967213,12.5,6.52E-06,5.76E-06,3.524590164,13.60655738,4.12E-06,3.75E-06,5.409836066,15.40983607,0.000230229,0.000265183,0.000286408,0.000346188,0.000503908,0.000260819,0.000305417,0.000466908,0.000291753,0.000146245,0.000125313,8.94E-05,6.87E-05,6.39E-05,2.15E-05,0.000235863,0.000238741,0.000226319,0.000268544,0.000473389,0.000279039,0.000182995,0.000305243,0.000295117,2.86E-05,8.18E-05,0.000102218,5.13E-05,4.36E-05,1.76E-05,7.73E-06,6.95E-06,1.229508197,11.14754098,6.92E-06,6.96E-06,1.885245902,11.80327869,7.55E-06,7.43E-06,2.62295082,12.54098361,3.38E-06,1.17E-06,3.524590164,13.7295082,1.07E-06,2.57E-06,4.426229508,15.57377049,0.000186663,0.000186637,0.000165922,0.000342864,0.000370504,0.000102843,0.000153146,0.00021342,0.000146965,8.77E-05,8.16E-05,4.24E-05,3.98E-05,3.72E-05,1.77E-05,0.000192011,0.00018738,0.000125022,0.00022228,0.000370615,0.000219198,9.21E-05,0.000123304,0.000142992,3.44E-06,3.39E-05,3.59E-05,3.90E-05,4.27E-05,2.01E-05
96db,90_90,21085-1,1,5.62E-06,5.28E-06,1.270491803,11.14754098,3.35E-06,3.06E-06,1.844262295,11.80327869,6.81E-06,6.83E-06,2.540983607,12.5,2.84E-06,1.72E-06,3.483606557,13.48360656,3.40E-07,4.46E-07,4.344262295,14.26229508,0.000128911,0.000127996,0.000109287,7.63E-05,0.000304548,0.000147215,5.11E-05,0.000274276,0.000229625,6.19E-05,8.59E-05,6.11E-05,5.44E-05,4.01E-05,8.22E-06,0.000119766,0.000122755,8.08E-05,0.000212924,0.000288433,4.56E-06,4.39E-05,0.000233338,0.000198454,4.73E-05,7.06E-05,5.40E-05,1.65E-05,2.41E-05,1.54E-05,4.07E-06,3.87E-06,1.270491803,11.14754098,,2.31E-06,1.844262295,11.80327869,4.42E-06,4.90E-06,2.581967213,12.54098361,3.95E-06,3.23E-06,3.442622951,13.52459016,1.53E-06,2.07E-06,4.262295082,15.6147541,9.44E-05,8.15E-05,5.49E-05,5.04E-06,0.000203452,0.000128775,3.25E-05,0.000117867,0.000102312,6.55E-05,6.81E-05,4.84E-05,2.81E-05,5.12E-05,3.95E-05,0.000100516,0.000109313,4.08E-05,6.11E-05,0.000195374,5.34E-05,6.50E-05,0.000170761,0.000142355,4.96E-05,6.28E-05,4.34E-05,2.00E-05,2.54E-05,1.66E-05
96db,90_90,21085-1,2,5.18E-06,5.28E-06,1.270491803,11.14754098,2.98E-06,2.91E-06,1.844262295,11.76229508,6.44E-06,6.58E-06,2.540983607,12.5,3.07E-06,1.38E-06,3.483606557,13.48360656,3.65E-07,4.01E-07,4.344262295,14.26229508,0.000126047,0.000120417,0.000104313,8.20E-05,0.000286736,0.000125216,5.46E-05,0.000258711,0.000209617,6.48E-05,8.67E-05,5.66E-05,4.64E-05,3.08E-05,8.90E-06,0.000116261,0.000115229,7.83E-05,6.10E-05,0.000295517,0.000146012,4.76E-05,0.000227953,0.000189473,4.80E-05,6.37E-05,4.39E-05,2.00E-05,2.47E-05,1.58E-05,3.65E-06,3.70E-06,1.270491803,11.14754098,1.98E-06,3.51E-06,1.844262295,11.80327869,4.77E-06,,2.581967213,12.54098361,3.58E-06,2.64E-06,3.401639344,13.48360656,1.31E-06,2.13E-06,4.221311475,15.57377049,8.59E-05,7.17E-05,5.85E-05,2.94E-05,0.00021165,0.000106109,5.32E-05,0.000135028,0.000104655,5.82E-05,6.95E-05,5.66E-05,2.90E-05,5.57E-05,4.15E-05,9.66E-05,0.00010107,3.83E-05,8.51E-05,0.000192624,2.84E-05,9.86E-05,0.000183835,0.000126209,4.93E-05,6.46E-05,4.31E-05,1.88E-05,2.84E-05,2.28E-05
96db,90_90,21085-1,3,4.96E-06,5.10E-06,1.270491803,11.14754098,2.96E-06,2.74E-06,1.844262295,11.76229508,6.54E-06,6.66E-06,2.540983607,12.5,2.81E-06,1.43E-06,3.483606557,13.48360656,4.14E-07,6.23E-07,4.344262295,14.26229508,0.000122515,0.000115104,9.99E-05,8.95E-05,0.000276835,0.000111767,7.11E-05,0.000257129,0.000193991,6.58E-05,8.36E-05,5.23E-05,4.54E-05,3.11E-05,6.27E-06,0.000115297,0.00011198,7.64E-05,7.55E-05,0.000287869,0.00012142,7.24E-05,0.000236188,0.000175568,5.56E-05,7.03E-05,4.38E-05,2.30E-05,3.02E-05,1.69E-05,3.36E-06,3.70E-06,1.270491803,11.14754098,,2.92E-06,1.844262295,11.80327869,4.89E-06,,2.581967213,12.54098361,3.22E-06,3.17E-06,3.401639344,13.48360656,1.27E-06,1.89E-06,4.221311475,15.57377049,8.75E-05,7.83E-05,6.68E-05,5.77E-05,0.00021534,7.98E-05,8.53E-05,0.000148972,9.53E-05,6.28E-05,7.48E-05,5.62E-05,4.28E-05,5.64E-05,3.32E-05,9.20E-05,9.47E-05,4.32E-05,0.000108419,0.000191388,1.16E-05,0.000122892,0.000185245,0.000106745,5.39E-05,5.66E-05,3.57E-05,6.67E-06,1.74E-05,1.80E-05
96db,90_90,21087-1,1,1.07E-05,1.05E-05,1.229508197,11.14754098,6.52E-06,4.30E-06,1.885245902,11.8442623,7.42E-06,8.17E-06,2.62295082,12.62295082,5.43E-06,5.72E-06,3.56557377,13.64754098,1.97E-06,1.82E-06,4.344262295,14.22131148,0.000221116,0.000325625,0.000220233,0.00021417,0.000460686,0.000180111,0.000143053,0.000349883,0.000237991,0.000101302,0.000119757,9.23E-05,5.62E-05,9.91E-05,7.29E-05,0.000241034,0.000316899,0.000191229,0.000324279,0.000319914,1.39E-05,0.000250613,0.000337708,0.00016796,4.90E-05,6.23E-05,7.35E-05,2.87E-05,1.86E-05,4.21E-05,3.69E-06,4.01E-06,1.270491803,11.18852459,2.21E-06,1.72E-06,2.008196721,11.92622951,3.87E-06,4.47E-06,2.786885246,12.74590164,3.81E-06,3.11E-06,3.770491803,13.81147541,1.01E-06,1.07E-06,4.631147541,14.50819672,8.41E-05,9.32E-05,4.65E-05,0.000140846,0.000172178,2.97E-06,7.57E-05,0.000131005,8.96E-05,5.86E-05,5.35E-05,4.16E-05,3.83E-05,4.63E-05,2.45E-05,8.84E-05,0.000107236,5.60E-05,0.000135557,0.000210629,2.98E-05,0.000116189,0.000149928,8.67E-05,3.85E-05,5.15E-05,5.00E-05,2.11E-06,1.57E-05,1.69E-05
96db,90_90,21087-1,2,1.11E-05,1.07E-05,1.229508197,11.14754098,6.67E-06,4.10E-06,1.885245902,11.80327869,7.65E-06,8.43E-06,2.62295082,12.58196721,5.56E-06,5.81E-06,3.56557377,13.60655738,3.31E-06,4.07E-06,5.655737705,14.22131148,0.000224623,0.000329607,0.000231251,0.000250702,0.000452453,0.000143925,0.000187963,0.000361277,0.00021051,0.000108552,0.000117793,9.26E-05,2.27E-05,9.11E-06,5.28E-06,0.000246643,0.000319216,0.000196774,0.00018842,0.000368237,0.00012302,0.00015819,0.000341802,0.00025357,5.99E-05,7.79E-05,8.40E-05,1.06E-05,3.30E-05,4.58E-05,3.96E-06,4.15E-06,1.270491803,11.18852459,2.48E-06,1.64E-06,1.967213115,11.8852459,3.99E-06,4.93E-06,2.745901639,12.70491803,3.92E-06,3.42E-06,3.729508197,13.7704918,1.16E-06,9.15E-07,4.590163934,14.50819672,7.99E-05,8.73E-05,5.20E-05,0.000101531,0.000190665,4.29E-05,6.65E-05,0.000144781,0.000106,5.79E-05,5.29E-05,4.51E-05,5.33E-05,5.56E-05,2.37E-05,9.53E-05,0.000100522,4.43E-05,7.22E-05,0.000226903,9.27E-05,0.000110014,0.000167678,0.000107902,4.70E-05,5.60E-05,5.02E-05,8.79E-06,2.90E-05,2.44E-05
96db,90_90,21087-1,3,1.10E-05,1.05E-05,1.229508197,11.14754098,6.55E-06,4.32E-06,1.885245902,11.80327869,7.77E-06,8.68E-06,2.62295082,12.58196721,5.56E-06,6.40E-06,3.56557377,13.60655738,1.79E-06,4.47E-08,5.532786885,14.13934426,0.000235285,0.000334009,0.000237302,0.000307534,0.000438253,9.52E-05,0.000246793,0.000367273,0.000174486,0.000112816,0.000104628,8.28E-05,2.81E-05,1.11E-05,2.41E-06,0.000250485,0.000311776,0.000196742,0.00023359,0.000370171,9.70E-05,0.000206962,0.000348151,0.000217778,5.98E-05,8.05E-05,8.22E-05,3.25E-05,1.89E-05,4.30E-05,3.86E-06,4.34E-06,1.270491803,11.18852459,2.21E-06,1.75E-06,1.967213115,11.8852459,4.27E-06,5.17E-06,2.745901639,12.66393443,4.16E-06,4.17E-06,3.68852459,13.7295082,1.37E-06,1.40E-07,4.508196721,15.12295082,8.90E-05,9.13E-05,5.23E-05,0.000146397,0.000187372,5.60E-06,0.000118422,0.000154977,8.22E-05,5.36E-05,6.49E-05,5.77E-05,3.80E-05,6.46E-05,4.65E-05,9.80E-05,9.91E-05,4.56E-05,0.000124478,0.000228752,3.71E-05,9.16E-05,0.000181969,0.000135047,5.18E-05,6.38E-05,5.57E-05,2.06E-05,1.93E-05,6.89E-06
96db,90_90,21087-3,1,1.32E-05,1.22E-05,1.18852459,11.10655738,9.86E-06,8.26E-06,1.803278689,11.72131148,8.82E-06,,2.5,12.5,7.23E-06,5.50E-06,3.401639344,13.36065574,6.31E-07,5.53E-07,4.221311475,15.57377049,0.000281501,0.000506774,0.000364471,0.000273747,0.000572936,0.000276243,0.000110161,0.000317743,0.000294336,0.000127745,0.000160909,0.000127658,9.48E-05,0.00014108,9.98E-05,0.000336238,0.000519396,0.00029266,0.000173756,0.000413033,0.000219527,0.000140655,0.00031233,0.000240322,0.000114075,0.000102318,6.71E-05,1.21E-05,1.43E-05,1.60E-05,3.44E-06,4.43E-06,1.352459016,11.2704918,2.80E-06,2.37E-06,1.967213115,11.8852459,3.00E-06,3.68E-06,2.663934426,12.62295082,3.99E-06,3.25E-06,3.56557377,13.60655738,1.18E-06,8.83E-07,4.549180328,14.54918033,7.28E-05,9.08E-05,9.30E-05,8.82E-05,0.000174713,0.000100169,4.39E-05,7.27E-05,5.78E-05,5.69E-05,4.80E-05,3.63E-05,3.34E-05,4.10E-05,2.86E-05,0.000104737,0.000106112,9.63E-05,0.000134355,0.000228136,8.77E-05,5.67E-05,0.000109485,9.27E-05,3.65E-05,4.59E-05,4.42E-05,2.26E-05,2.69E-05,1.42E-05
96db,90_90,21087-3,2,1.36E-05,1.18E-05,1.18852459,11.10655738,1.02E-05,8.88E-06,1.803278689,11.72131148,8.54E-06,,2.5,12.45901639,6.53E-06,6.23E-06,3.360655738,13.31967213,1.69E-07,7.25E-07,5.450819672,14.09836066,0.000329292,0.000543177,0.000360796,0.000365021,0.000587881,0.000208027,0.000166247,0.000348824,0.000258241,0.000102216,0.000141873,0.000132687,2.91E-05,1.89E-05,4.29E-07,0.000362002,0.000511283,0.000262402,0.000212081,0.00041745,0.00018138,8.74E-05,0.000287392,0.000284901,0.000109396,9.81E-05,6.55E-05,3.58E-05,7.18E-05,7.52E-05,3.58E-06,4.35E-06,1.352459016,11.2295082,2.66E-06,2.48E-06,1.967213115,11.8852459,3.16E-06,4.18E-06,2.62295082,12.58196721,3.77E-06,3.08E-06,3.524590164,13.60655738,9.06E-07,6.42E-07,4.508196721,14.50819672,8.88E-05,0.000101089,8.85E-05,0.000141951,0.000157256,4.15E-05,3.97E-05,7.95E-05,6.86E-05,4.76E-05,4.49E-05,4.25E-05,2.90E-05,3.57E-05,2.48E-05,9.42E-05,0.000107698,9.97E-05,0.000191836,0.000207672,2.73E-05,5.02E-05,0.000114249,0.000108799,3.48E-05,4.55E-05,4.47E-05,2.00E-05,1.85E-05,6.26E-06
96db,90_90,21087-3,3,1.38E-05,1.23E-05,1.18852459,11.10655738,1.03E-05,8.12E-06,1.762295082,11.72131148,8.89E-06,,2.459016393,12.45901639,7.37E-06,5.63E-06,3.319672131,13.27868852,5.33E-07,9.16E-07,4.180327869,14.05737705,0.000366167,0.000560512,0.000348344,0.000181226,0.000613812,0.000393361,0.000100895,0.000328328,0.000320641,9.76E-05,0.000142751,0.000138899,9.22E-05,0.000129907,8.80E-05,0.000391444,0.000522004,0.000246721,0.000290206,0.000416391,0.000102162,0.000137128,0.000300059,0.000239746,0.000102395,9.11E-05,6.91E-05,3.40E-05,6.48E-05,6.92E-05,3.78E-06,4.51E-06,1.31147541,11.2295082,2.81E-06,2.74E-06,1.926229508,11.8442623,3.50E-06,4.32E-06,2.62295082,12.58196721,3.34E-06,2.71E-06,3.483606557,13.56557377,8.89E-07,6.65E-07,4.426229508,14.46721311,8.31E-05,0.00010561,0.00010202,0.000128571,0.000180935,6.71E-05,7.03E-05,0.000101007,6.53E-05,4.10E-05,4.28E-05,4.05E-05,3.68E-05,4.45E-05,2.55E-05,0.000105345,0.000117369,0.000101292,0.000144175,0.000237661,8.22E-05,9.04E-05,0.000134453,9.55E-05,3.98E-05,4.40E-05,3.58E-05,1.92E-05,2.62E-05,1.02E-05
96db,90_90,21087-4,1,7.25E-06,6.72E-06,1.31147541,11.14754098,6.33E-06,4.91E-06,1.926229508,11.8442623,9.36E-06,1.01E-05,2.62295082,12.58196721,2.57E-06,1.91E-06,3.647540984,13.85245902,2.35E-07,7.60E-08,4.795081967,14.42622951,0.00010583,8.33E-05,0.000172532,0.000310599,0.000420746,8.85E-05,0.000191443,0.000401484,0.000215586,5.10E-05,5.98E-05,2.76E-05,6.89E-06,1.88E-05,1.35E-05,0.000159523,0.000138082,7.37E-05,0.000235387,0.000310562,7.53E-05,0.000230102,0.000308857,0.000124768,4.95E-05,5.81E-05,4.13E-05,5.67E-06,1.49E-05,3.29E-06,6.31E-06,6.00E-06,1.31147541,11.18852459,5.17E-06,3.88E-06,1.967213115,11.92622951,5.49E-06,5.57E-06,2.663934426,12.66393443,3.06E-06,,3.606557377,13.7295082,1.87E-07,,4.467213115,,0.000117191,8.68E-05,0.000100989,0.000239326,0.000302344,7.48E-05,0.000109267,0.000167775,8.18E-05,3.87E-05,5.48E-05,4.55E-05,3.44E-05,2.58E-05,3.79E-06,0.000136312,0.000122692,6.85E-05,0.000237572,0.000232494,4.74E-05,0.000124412,0.00015905,8.03E-05,5.62E-05,6.50E-05,3.65E-05,,,
96db,90_90,21087-4,2,7.67E-06,6.94E-06,1.31147541,11.14754098,6.23E-06,4.91E-06,1.926229508,11.8442623,9.41E-06,9.54E-06,2.581967213,12.54098361,2.36E-06,1.88E-06,3.606557377,13.81147541,6.28E-09,1.27E-07,4.87704918,14.79508197,9.67E-05,9.88E-05,0.000199122,0.00033995,0.000376295,4.42E-05,7.57E-05,0.000375345,0.000289289,4.26E-05,5.70E-05,3.65E-05,1.59E-05,4.22E-06,1.61E-05,0.000164779,0.000135263,8.23E-05,0.000262721,0.000274609,4.23E-05,0.000152381,0.000307024,0.000179753,4.21E-05,5.84E-05,4.60E-05,1.68E-05,2.32E-05,2.31E-06,6.07E-06,6.01E-06,1.31147541,11.18852459,4.56E-06,4.42E-06,1.967213115,11.92622951,5.09E-06,5.84E-06,2.663934426,12.62295082,2.90E-06,2.65E-06,3.606557377,13.7295082,3.28E-07,,4.426229508,,0.000101777,8.17E-05,0.00010931,0.000248032,0.000274043,5.21E-05,0.000129341,0.000162278,6.56E-05,4.58E-05,5.25E-05,4.02E-05,2.62E-05,2.57E-05,9.55E-06,0.00013993,0.00012072,6.60E-05,0.000246967,0.000208939,2.62E-05,7.08E-05,0.000161992,0.000122867,5.89E-05,6.60E-05,3.94E-05,,,
96db,90_90,21087-4,3,7.53E-06,6.92E-06,1.31147541,11.14754098,6.31E-06,5.39E-06,1.885245902,11.8442623,9.41E-06,9.89E-06,2.581967213,12.54098361,2.06E-06,2.17E-06,3.56557377,13.7704918,6.76E-08,3.24E-08,4.795081967,14.79508197,9.63E-05,0.000120461,0.000214127,0.000213868,0.000405361,0.000152837,0.000177963,0.000393528,0.000213131,5.03E-05,5.35E-05,2.61E-05,2.00E-05,2.12E-05,4.13E-08,0.00015679,0.000124203,9.27E-05,0.000300083,0.000252418,1.78E-05,0.000223452,0.000292771,0.000119395,4.72E-05,6.33E-05,5.02E-05,2.56E-05,1.99E-05,1.11E-05,5.86E-06,5.73E-06,1.31147541,11.18852459,4.59E-06,4.21E-06,1.967213115,11.92622951,5.22E-06,6.06E-06,2.62295082,12.62295082,2.84E-06,3.08E-06,3.606557377,13.68852459,1.54E-07,,4.385245902,,0.000105765,8.79E-05,0.000114615,0.000276178,0.000249334,2.29E-05,7.87E-05,0.000181859,0.000113459,5.36E-05,5.39E-05,3.50E-05,3.01E-05,2.50E-05,4.45E-06,0.000134633,0.000109989,6.37E-05,0.000264894,0.000199262,1.83E-05,0.000101166,0.000163957,0.000110515,5.85E-05,7.29E-05,4.98E-05,,,
96db,90_90,21088-3,1,5.61E-06,4.66E-06,1.393442623,11.31147541,8.77E-06,8.18E-06,1.926229508,11.8442623,1.27E-05,1.30E-05,2.663934426,12.58196721,4.63E-06,2.58E-06,3.647540984,13.64754098,1.46E-07,5.40E-07,4.713114754,14.59016393,4.06E-05,0.000154125,0.000215094,0.000238414,0.000407555,0.000193756,0.000313301,0.000385571,0.000215442,0.000142673,0.000166945,8.95E-05,1.74E-05,1.02E-05,6.05E-06,8.65E-06,6.95E-05,0.000208269,0.000196374,0.00046008,0.000268928,0.000265215,0.000391043,0.000276709,0.000105523,8.00E-05,2.31E-05,7.75E-06,1.05E-05,7.54E-06,2.66E-06,2.70E-06,1.229508197,11.14754098,4.31E-06,4.72E-06,1.967213115,11.8852459,6.16E-06,6.58E-06,2.704918033,12.62295082,3.07E-06,1.94E-06,3.647540984,13.60655738,2.34E-07,9.84E-08,4.631147541,14.54918033,9.12E-05,7.46E-05,2.78E-05,0.000177949,0.000201633,7.33E-05,9.82E-05,0.000141766,0.000112175,6.36E-05,7.24E-05,5.03E-05,3.54E-05,2.19E-05,3.03E-06,0.000104659,0.000115263,5.15E-05,0.000152606,0.000244767,0.000125291,8.25E-05,0.000146584,0.000137134,3.59E-05,4.29E-05,3.11E-05,2.69E-05,1.44E-05,1.88E-06
96db,90_90,21088-3,2,5.79E-06,5.09E-06,1.393442623,11.31147541,8.82E-06,8.30E-06,1.926229508,11.8442623,1.27E-05,1.27E-05,2.62295082,12.58196721,4.59E-06,2.49E-06,3.647540984,13.64754098,4.92E-06,5.04E-07,5.614754098,14.59016393,4.28E-05,0.000169434,0.000218167,0.000243038,0.000388404,0.000185451,0.000194144,0.000387195,0.000307161,0.000155323,0.00016768,8.05E-05,4.90E-05,1.10E-05,2.95E-05,7.35E-06,9.44E-05,0.000210705,0.000205744,0.000444908,0.000258291,0.00027884,0.000388986,0.000265718,0.000103331,6.86E-05,1.83E-05,9.54E-06,7.61E-06,5.92E-06,3.06E-06,2.95E-06,1.229508197,11.14754098,4.78E-06,4.87E-06,1.926229508,11.8852459,6.90E-06,7.14E-06,2.663934426,12.62295082,3.54E-06,2.35E-06,3.647540984,13.64754098,2.16E-07,4.23E-07,4.590163934,14.46721311,8.60E-05,6.21E-05,3.43E-05,0.000141635,0.000235248,0.000130359,7.53E-05,0.000174028,0.000164881,6.39E-05,8.45E-05,6.86E-05,4.38E-05,3.50E-05,8.83E-06,0.000100489,0.000105804,5.79E-05,0.000174608,0.000250216,0.000113368,0.000130932,0.000189575,0.000147086,3.30E-05,5.34E-05,4.52E-05,2.79E-05,3.14E-05,1.73E-05
96db,90_90,21088-3,3,5.73E-06,5.87E-06,1.352459016,11.31147541,8.96E-06,8.64E-06,1.926229508,11.8442623,1.34E-05,1.28E-05,2.62295082,12.58196721,4.66E-06,2.32E-06,3.606557377,13.64754098,4.93E-06,3.82E-07,5.614754098,14.67213115,5.01E-05,0.000109494,0.000220512,0.000246153,0.000390281,0.000194757,0.000202164,0.000400366,0.000322973,0.000115915,0.000173248,0.000124719,5.31E-05,8.68E-06,3.19E-05,1.44E-05,0.000101635,0.000206324,0.000212417,0.000450959,0.000264696,0.000287518,0.000395319,0.00026773,9.17E-05,5.84E-05,2.20E-05,7.44E-06,1.15E-05,1.47E-05,3.06E-06,3.08E-06,1.229508197,11.14754098,4.78E-06,5.18E-06,1.926229508,11.8442623,7.26E-06,7.02E-06,2.663934426,12.58196721,3.58E-06,2.26E-06,3.647540984,13.64754098,7.84E-07,5.20E-07,4.549180328,14.46721311,8.47E-05,5.68E-05,4.37E-05,0.000171357,0.000223951,0.000101028,0.000111575,0.000204468,0.000173706,7.00E-05,9.22E-05,6.92E-05,4.53E-05,5.70E-05,3.22E-05,9.88E-05,9.60E-05,6.03E-05,0.000104106,0.000243505,0.000188151,0.000108075,0.00019245,0.000179591,5.10E-05,5.82E-05,3.45E-05,3.18E-05,3.26E-05,1.82E-05
